Date,SP500,VIXCLS,DJIA,HY_BOND_IDX
2020-06-10,3175.3345,26.741142,26511.31,611.90717
2020-06-11,3184.6433,27.200085,26600.654,612.7356
2020-06-12,3116.923,33.25203,25723.28,610.47943
2020-06-15,3079.996,34.893764,25533.537,608.9877
2020-06-16,3063.2935,35.292942,25487.223,608.59247
2020-06-17,3069.9727,34.906876,25600.959,609.7128
2020-06-18,3083.8218,34.415092,25724.05,611.7607
2020-06-19,3102.1814,33.787666,25868.943,614.1878
2020-06-22,3106.6086,34.27897,25803.727,616.1178
2020-06-23,3121.7214,33.129536,25962.932,618.32935
2020-06-24,3136.294,32.34407,26063.725,620.17236
2020-06-25,3126.7239,33.03482,25904.627,620.9124
2020-06-26,3118.4392,32.895752,25871.723,620.4472
2020-06-29,3092.4436,33.969463,25615.14,619.9095
2020-06-30,3085.851,33.289577,25660.23,620.0712
2020-07-01,3091.4353,32.285614,25750.434,620.79395
2020-07-02,3106.0073,30.902534,25916.053,621.99994
2020-07-06,3124.8733,29.617697,26074.824,623.51874
2020-07-07,3143.985,28.92173,26170.117,624.597
2020-07-08,3149.4922,29.158432,26129.154,625.46765
2020-07-09,3159.2507,28.777939,26190.793,626.3031
2020-07-10,3158.9006,29.167433,26122.703,626.7
2020-07-13,3168.6658,28.626377,26209.805,627.25867
2020-07-14,3155.8994,30.470818,25937.74,626.2907
2020-07-15,3160.839,30.311186,26028.055,626.1258
2020-07-16,3178.5898,29.48783,26237.451,626.8035
2020-07-17,3195.1738,29.068607,26399.406,627.8247
2020-07-20,3219.4395,27.816727,26681.025,629.3826
2020-07-21,3244.4883,26.549154,26926.994,631.2112
2020-07-22,3263.9124,25.948204,27060.502,632.68024
2020-07-23,3281.3015,25.363678,27196.133,634.12396
2020-07-24,3281.0396,25.87866,27129.041,634.8597
2020-07-27,3274.3325,26.190296,27072.533,635.3775
2020-07-28,3268.934,26.052433,27048.28,635.42084
2020-07-29,3258.5974,26.30525,26943.924,635.51404
2020-07-30,3258.8813,25.845016,26977.988,635.97406
2020-07-31,3256.0137,25.862799,26929.297,636.4455
2020-08-03,3259.3577,25.690609,26943.44,637.1517
2020-08-04,3266.8628,25.506372,26978.182,637.8231
2020-08-05,3278.4756,25.085962,27054.346,638.7968
2020-08-06,3296.6055,24.493395,27177.352,639.8699
2020-08-07,3316.1497,23.998163,27310.682,640.82855
2020-08-10,3334.4238,23.586283,27448.896,641.6151
2020-08-11,3350.5647,23.331163,27579.459,642.1487
2020-08-12,3350.5088,24.164824,27537.998,641.4923
2020-08-13,3358.534,23.893524,27701.654,640.9426
2020-08-14,3364.5964,23.803534,27823.518,640.10956
2020-08-17,3369.2126,23.716692,27935.002,639.1997
2020-08-18,3375.3804,23.33402,28075.832,638.63025
2020-08-19,3382.0957,23.169365,28157.764,638.139
2020-08-20,3381.945,23.510262,28129.967,637.4947
2020-08-21,3382.5254,23.71762,28113.434,637.0179
2020-08-24,3387.3838,23.735258,28130.217,636.79047
2020-08-25,3398.6628,23.619474,28181.459,636.7384
2020-08-26,3409.8162,23.469816,28249.262,636.60596
2020-08-27,3418.7576,23.888647,28253.21,636.25323
2020-08-28,3423.5518,24.69106,28223.703,635.2613
2020-08-31,3438.378,24.45024,28377.6,634.7579
2020-09-01,3440.418,25.742718,28293.01,634.04297
2020-09-02,3451.1843,26.215698,28360.371,633.8368
2020-09-03,3471.4377,26.591713,28465.574,634.0423
2020-09-04,3450.915,29.93273,28046.629,633.0912
2020-09-08,3442.427,30.739626,28005.875,632.35205
2020-09-09,3421.9812,31.65087,27838.928,631.9708
2020-09-10,3423.3547,30.908346,27960.107,632.3841
2020-09-11,3413.1646,30.838442,27914.209,632.9975
2020-09-14,3414.661,29.436039,28066.373,634.34784
2020-09-15,3424.4119,28.100492,28223.273,636.0253
2020-09-16,3430.3694,27.190855,28307.914,637.2748
2020-09-17,3429.3906,26.84569,28297.059,638.0849
2020-09-18,3418.5894,26.855762,28204.477,638.42896
2020-09-21,3402.914,26.741228,28097.967,638.10583
2020-09-22,3373.987,27.641577,27842.082,637.46387
2020-09-23,3356.869,27.77353,27742.865,636.8239
2020-09-24,3325.6316,28.71303,27467.365,636.01587
2020-09-25,3300.4407,29.25565,27275.389,634.9119
2020-09-28,3295.8274,28.611156,27312.686,634.47406
2020-09-29,3301.8352,28.031845,27377.861,634.398
2020-09-30,3308.054,27.614264,27434.977,634.6518
2020-10-01,3319.5222,27.351921,27498.248,634.76807
2020-10-02,3330.9238,27.313179,27551.514,634.7876
2020-10-05,3336.012,27.735086,27536.914,634.5335
2020-10-06,3345.5786,28.1348,27572.438,633.7611
2020-10-07,3343.3625,28.99723,27513.014,633.1413
2020-10-08,3358.011,28.88462,27653.268,632.6565
2020-10-09,3382.7078,28.036072,27911.035,633.0809
2020-10-12,3415.6936,26.9022,28218.777,634.18854
2020-10-13,3448.9363,26.212719,28461.857,635.2081
2020-10-14,3471.65,26.191525,28583.506,636.08167
2020-10-15,3484.7563,26.379707,28633.115,636.6987
2020-10-16,3489.4612,26.8489,28612.738,636.79517
2020-10-19,3489.7654,27.383263,28576.012,636.4882
2020-10-20,3471.846,28.570852,28385.72,635.726
2020-10-21,3458.2412,29.372421,28269.576,634.62854
2020-10-22,3448.1084,29.547508,28234.242,634.0075
2020-10-23,3447.1323,29.389229,28264.629,633.67377
2020-10-26,3451.3354,28.959858,28346.77,633.8353
2020-10-27,3426.5515,30.818466,28027.635,633.2198
2020-10-28,3402.1943,32.172028,27785.553,632.52954
2020-10-29,3341.798,36.173378,27064.682,630.3436
2020-10-30,3305.2087,37.276215,26826.867,628.74115
2020-11-02,3275.538,38.145775,26583.121,627.64984
2020-11-03,3266.925,38.029926,26548.078,627.3305
2020-11-04,3280.1829,37.058422,26701.764,627.9063
2020-11-05,3333.4858,33.437252,27322.436,631.3331
2020-11-06,3402.9585,30.29477,27896.605,635.6965
2020-11-09,3469.156,27.324001,28438.111,639.97845
2020-11-10,3517.5913,26.202385,28700.67,641.9047
2020-11-11,3549.2961,25.289713,28944.814,642.6045
