Date,SP500,VIXCLS,DJIA,HY_BOND_IDX
2021-05-17,4163.29,19.72,34327.79,627.73
2021-05-18,4127.83,21.34,34060.66,627.61
2021-05-19,4115.68,22.18,33896.04,625.57
2021-05-20,4159.12,20.67,34084.15,627.94
2021-05-21,4155.86,20.15,34207.84,628.46
2021-05-24,4197.05,18.4,34393.98,629.65
2021-05-25,4188.13,18.84,34312.46,631.92
2021-05-26,4195.99,17.36,34323.05,631.59
2021-05-27,4200.88,16.74,34464.64,630.2
2021-05-28,4204.11,16.76,34529.45,630.94
2021-06-01,4202.04,17.9,34575.31,630.48
2021-06-02,4208.12,17.48,34600.38,631.75
2021-06-03,4192.85,18.04,34577.04,630.2
2021-06-04,4229.89,16.42,34756.39,633.12
2021-06-07,4226.52,16.42,34630.24,632.87
2021-06-08,4227.26,17.07,34599.82,634.75
2021-06-09,4219.55,17.89,34447.14,636.56
2021-06-10,4239.18,16.1,34466.24,638.11
2021-06-11,4247.44,15.65,34479.6,638.35
2021-06-14,4255.15,16.39,34393.75,637.07
2021-06-15,4246.59,17.02,34299.33,637.32
2021-06-16,4223.7,18.15,34033.67,634.69
2021-06-17,4221.86,17.75,33823.45,637.27
2021-06-18,4166.45,20.7,33290.08,639.85
2021-06-21,4224.79,17.89,33876.97,638.48
2021-06-22,4246.44,16.66,33945.58,638.82
2021-06-23,4241.84,16.32,33874.24,638.26
2021-06-24,4266.49,15.97,34196.82,638.38
2021-06-25,4280.7,15.62,34433.84,636.76
2021-06-28,4290.61,15.76,34283.27,639.56
2021-06-29,4291.8,16.02,34292.29,639.65
2021-06-30,4297.5,15.83,34502.51,641.2
2021-07-01,4319.94,15.48,34633.53,639.74
2021-07-02,4352.34,15.07,34786.35,641.84
2021-07-06,4343.54,16.44,34577.37,644.45
2021-07-07,4358.13,16.2,34681.79,646.27
2021-07-08,4320.82,19.0,34421.93,646.86
2021-07-09,4369.55,16.18,34870.16,644.04
2021-07-12,4384.63,16.17,34996.18,644.04
2021-07-13,4369.21,17.12,34888.79,641.81
2021-07-14,4374.3,16.33,34933.23,644.49
2021-07-15,4360.03,17.01,34987.02,646.63
2021-07-16,4327.16,18.45,34687.85,646.36
2021-07-19,4258.49,22.5,33962.04,650.27
2021-07-20,4323.06,19.73,34511.99,649.05
2021-07-21,4358.69,17.91,34798.0,646.79
2021-07-22,4367.48,17.69,34823.35,647.69
2021-07-23,4411.79,17.2,35061.55,647.11
2021-07-26,4422.3,17.58,35144.31,647.65
2021-07-27,4401.46,19.36,35058.52,649.1
2021-07-28,4400.64,18.31,34930.93,648.25
2021-07-29,4419.15,17.7,35084.53,648.31
2021-07-30,4395.26,18.24,34935.47,649.58
2021-08-02,4387.16,19.46,34838.16,652.3
2021-08-03,4423.15,18.04,35116.4,652.11
2021-08-04,4402.66,17.97,34792.67,651.65
2021-08-05,4429.1,17.28,35064.25,650.1
2021-08-06,4436.52,16.15,35208.51,646.91
2021-08-09,4432.35,16.72,35101.85,645.44
2021-08-10,4436.75,16.79,35264.67,644.13
2021-08-11,4447.7,16.06,35484.97,644.16
2021-08-12,4460.83,15.59,35499.85,643.98
2021-08-13,4468.0,15.45,35515.38,647.08
2021-08-16,4479.71,16.12,35625.4,648.46
2021-08-17,4448.08,17.91,35343.28,648.13
2021-08-18,4400.27,21.57,34960.69,647.24
2021-08-19,4405.8,21.67,34894.12,648.01
2021-08-20,4441.67,18.56,35120.08,647.22
2021-08-23,4479.53,17.15,35335.71,647.8
2021-08-24,4486.23,17.22,35366.26,646.7
2021-08-25,4496.19,16.79,35405.5,644.82
2021-08-26,4470.0,18.84,35213.12,645.18
2021-08-27,4509.37,16.39,35455.8,646.8
2021-08-30,4528.79,16.19,35399.84,648.46
2021-08-31,4522.68,16.48,35360.73,647.8
2021-09-01,4524.09,16.11,35312.53,648.02
2021-09-02,4536.95,16.41,35443.82,648.56
