Date,SP500_MSE,SP500_MAE,SP500_R2,VIXCLS_MSE,VIXCLS_MAE,VIXCLS_R2,DJIA_MSE,DJIA_MAE,DJIA_R2,HY_BOND_IDX_MSE,HY_BOND_IDX_MAE,HY_BOND_IDX_R2
2025-09-26,6595.907294749875,56.12211784309442,0.942197894329895,7.91018499950404,1.5652152915100952,0.7190424810954736,915357.0612048259,831.5589122596153,0.705096257300126,13.401728671545184,2.809302841933456,0.9322559469991241
