Date,SP500_MSE,SP500_MAE,SP500_R2,VIXCLS_MSE,VIXCLS_MAE,VIXCLS_R2,DJIA_MSE,DJIA_MAE,DJIA_R2,HY_BOND_IDX_MSE,HY_BOND_IDX_MAE,HY_BOND_IDX_R2
2025-10-02,8481.272618119408,66.46452772887325,0.9399470926317982,8.54641834232128,2.1096540515523565,0.6891184357894331,644312.7194385412,655.4388164612674,0.8566564658297869,14.451569659057816,2.8992868549185733,0.9566681331401528
